
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
Set03,35,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set03,36,Your company is migrating on‑premises servers to Azure. Which spending model does this shift typically result in?,Moving from operational expenditure (OpEx) to capital expenditure (CapEx),Moving from capital expenditure (CapEx) to operational expenditure (OpEx),Switching from variable to fixed costs,Paying a one‑time sunk cost up front,B,"Cloud computing uses a pay‑as‑you‑go, consumption‑based pricing model, so organizations shift from CapEx to OpEx.",Describe cloud concepts,Compare cloud pricing models,easy
Set03,37,A company wants to allow external partner organizations to access certain applications. Which capability should they use?,Business‑to‑business (B2B) collaboration,Single sign‑on,Business‑to‑consumer (B2C) identity,Virtual network peering,A,B2B collaboration enables external partners to use their identities to access resources securely.,Describe Azure architecture and services,Describe external identities,medium
Set03,38,What is Azure Advisor designed to do?,Provide resource compliance enforcement,Offer personalized best practice recommendations to optimize resources,Monitor application performance,Manage data classification,B,"Azure Advisor analyzes your resources and recommends cost, security, reliability, and performance optimizations.",Describe Azure management and governance,Describe the purpose of Azure Advisor,easy
Set03,39,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set03,40,"Which directory service provides managed domain services (such as domain join, group policy, LDAP) without deploying domain controllers?",Microsoft Entra ID,Microsoft Entra Domain Services,Azure AD B2C,Azure AD B2B,B,Microsoft Entra Domain Services offers domain join and related capabilities without domain controllers.,Describe Azure architecture and services,Describe directory services in Azure,medium
Set03,41,Which term describes the ability of cloud services to maintain operation despite failures and automatically recover?,Scalability,Elasticity,High availability,Agility,C,High availability refers to systems that remain operational and recover quickly in the event of failures.,Describe cloud concepts,Describe the benefits of high availability,easy
Set03,42,A startup wants to experiment with an idea but avoid significant upfront costs. Which cloud pricing approach should they choose?,Commit to reserved instances for three years,Choose a consumption‑based model with pay‑as‑you‑go,Invest in on‑premises hardware to save money long term,Purchase support from Microsoft Premier,B,"Pay‑as‑you‑go allows the startup to pay only for actual usage, avoiding large upfront commitments.",Describe cloud concepts,Describe consumption‑based pricing,easy
Set03,43,"Which Azure service helps you discover, classify, and govern sensitive data across your environment?",Azure Monitor,Microsoft Purview,Azure Site Recovery,Azure Information Protection,B,Microsoft Purview provides data cataloging and governance capabilities to manage sensitive data.,Describe Azure management and governance,Describe the purpose of Microsoft Purview,medium
Set03,44,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set03,45,Which declarative language is used to define Azure resources and supports infrastructure as code?,Azure Policy definition,Azure Resource Manager (ARM) templates,Azure PowerShell,Azure Portal,B,"ARM templates define infrastructure as code, enabling automation and repeatable deployments.",Describe Azure management and governance,Describe infrastructure as code and ARM templates,medium
Set03,46,Which benefit of cloud computing refers to improved ability to centrally enforce policies and manage resources across an organization?,Security and governance,Elasticity,High availability,Scalability,A,"Cloud providers offer governance tools and centralized management, improving security and compliance.",Describe cloud concepts,Describe the benefits of security and governance in the cloud,medium
Set03,47,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set03,48,What is the primary benefit of infrastructure as code (IaC)?,Resources are automatically compliant without auditing,Deployments become manual and error‑prone,Infrastructure definitions are repeatable and version controlled,It eliminates the need for DevOps practices,C,"IaC enables consistent, repeatable deployments and allows infrastructure definitions to be stored in version control.",Describe Azure management and governance,Describe infrastructure as code (IaC),medium
Set03,49,Azure Arc is primarily used to:,Extend Azure management to on‑premises and multi‑cloud resources,Encrypt virtual machine disks,Provide domain services,Set conditional access policies,A,"Azure Arc enables consistent management and governance across on‑premises, multi‑cloud, and edge resources.",Describe Azure management and governance,Describe the purpose of Azure Arc,medium
Set03,50,"In the shared responsibility model for Azure, what is Microsoft primarily responsible for?",Securing guest operating systems and applications,Protecting physical datacenters and host infrastructure,Managing data classification and governance,Configuring network security groups (NSGs),B,"Microsoft handles security of the cloud such as physical hosts, networking, and hypervisors, while customers secure their data and applications.",Describe cloud concepts,Describe the shared responsibility model,medium
Set04,1,A manufacturing firm needs to replicate its data across two regions for disaster recovery. Which Azure feature should it implement?,Availability set,Geo‑redundant storage (GRS),Resource group,Management group,B,"GRS replicates data across a primary region and secondary region, providing disaster recovery capabilities.",Describe Azure architecture and services,Describe redundancy options,medium
Set04,2,Your company is migrating on‑premises servers to Azure. Which spending model does this shift typically result in?,Moving from operational expenditure (OpEx) to capital expenditure (CapEx),Moving from capital expenditure (CapEx) to operational expenditure (OpEx),Switching from variable to fixed costs,Paying a one‑time sunk cost up front,B,"Cloud computing uses a pay‑as‑you‑go, consumption‑based pricing model, so organizations shift from CapEx to OpEx.",Describe cloud concepts,Compare cloud pricing models,easy
Set04,3,Which declarative language is used to define Azure resources and supports infrastructure as code?,Azure Policy definition,Azure Resource Manager (ARM) templates,Azure PowerShell,Azure Portal,B,"ARM templates define infrastructure as code, enabling automation and repeatable deployments.",Describe Azure management and governance,Describe infrastructure as code and ARM templates,medium
Set04,4,Zero Trust is a security model that assumes:,Everything inside a network is trusted,Perimeter defenses are sufficient,No implicit trust and verification is required for every request,Security only matters for on‑premises networks,C,"Zero Trust treats every access request as untrusted until verified, regardless of network location.",Describe Azure architecture and services,Describe the concept of Zero Trust,medium
Set04,5,A startup wants to experiment with an idea but avoid significant upfront costs. Which cloud pricing approach should they choose?,Commit to reserved instances for three years,Choose a consumption‑based model with pay‑as‑you‑go,Invest in on‑premises hardware to save money long term,Purchase support from Microsoft Premier,B,"Pay‑as‑you‑go allows the startup to pay only for actual usage, avoiding large upfront commitments.",Describe cloud concepts,Describe consumption‑based pricing,easy
Set04,6,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set04,7,What is Azure Advisor designed to do?,Provide resource compliance enforcement,Offer personalized best practice recommendations to optimize resources,Monitor application performance,Manage data classification,B,"Azure Advisor analyzes your resources and recommends cost, security, reliability, and performance optimizations.",Describe Azure management and governance,Describe the purpose of Azure Advisor,easy
Set04,8,"You require a private, dedicated connection to Azure for consistent network performance. Which option should you choose?",Azure Virtual Network Peering,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,D,"ExpressRoute provides a private, dedicated connection bypassing the public internet.",Describe Azure architecture and services,Describe virtual networking,medium
Set04,9,"In Azure Storage, which redundancy option replicates your data across three primary region datacenters and also to a secondary region?",Locally redundant storage (LRS),Zone‑redundant storage (ZRS),Geo‑redundant storage (GRS),Read‑access geo‑redundant storage (RA‑GRS),C,GRS replicates data synchronously three times within the primary region and asynchronously to a secondary region.,Describe Azure architecture and services,Describe redundancy options,medium
Set04,10,"Which Azure service helps you discover, classify, and govern sensitive data across your environment?",Azure Monitor,Microsoft Purview,Azure Site Recovery,Azure Information Protection,B,Microsoft Purview provides data cataloging and governance capabilities to manage sensitive data.,Describe Azure management and governance,Describe the purpose of Microsoft Purview,medium
Set04,11,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set04,12,Which cloud model allows you to migrate existing VMs to Azure while still controlling the OS and software?,SaaS,PaaS,IaaS,Serverless,C,"Infrastructure as a Service is designed for lift‑and‑shift migrations, giving you full control over the VM.",Describe cloud concepts,Identify use cases for IaaS,medium
Set04,13,The Azure Pricing Calculator is primarily used to:,Compare your actual Azure costs to industry averages,Estimate the cost of Azure services before deployment,Review invoices and usage after deployment,Purchase reserved instances,B,The pricing calculator helps you estimate costs based on service configurations before deploying resources.,Describe Azure management and governance,Compare the pricing calculator and TCO calculator,easy
Set04,14,"For deep application performance insights such as request rates and response times, you should use:",Azure Log Analytics,Azure Advisor,Application Insights,Azure Policy,C,"Application Insights, part of Azure Monitor, helps developers monitor live applications and diagnose issues.",Describe Azure management and governance,Describe Azure Monitor and Application Insights,medium
Set04,15,What distinguishes capital expenditure (CapEx) from operational expenditure (OpEx) when comparing on‑premises vs cloud?,CapEx requires ongoing monthly payments; OpEx requires upfront investment,CapEx is a one‑time investment in physical assets; OpEx is pay‑as‑you‑go for services,OpEx involves purchasing servers; CapEx involves leasing capacity,CapEx is associated with SaaS; OpEx is associated with IaaS,B,"CapEx involves large upfront investments in equipment, while OpEx spreads costs over time as services are consumed.",Describe cloud concepts,Compare CapEx and OpEx,medium
Set04,16,Which management entity sits above subscriptions to help you organize and apply policy across multiple Azure subscriptions?,Resource group,Management group,Availability set,Region pair,B,Management groups enable you to organize subscriptions and apply governance at scale.,Describe Azure management and governance,Describe management groups and hierarchy,medium
Set04,17,Why should you apply tags to your Azure resources?,To control user permissions,To influence performance,To categorize and manage costs or resources,To increase storage quota,C,"Tags allow you to organize resources for cost management, reporting, and governance.",Describe Azure management and governance,Describe the purpose of tags,easy
Set04,18,Azure Arc is primarily used to:,Extend Azure management to on‑premises and multi‑cloud resources,Encrypt virtual machine disks,Provide domain services,Set conditional access policies,A,"Azure Arc enables consistent management and governance across on‑premises, multi‑cloud, and edge resources.",Describe Azure management and governance,Describe the purpose of Azure Arc,medium
Set04,19,What is the main purpose of Azure Policy?,To manage user identities,To enforce resource compliance with organizational standards,To provide recommendations on security posture,To analyze application performance,B,Azure Policy evaluates resources and enforces compliance with defined rules and standards.,Describe Azure management and governance,Describe the purpose of Azure Policy,medium
Set04,20,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set04,21,A company wants to allow external partner organizations to access certain applications. Which capability should they use?,Business‑to‑business (B2B) collaboration,Single sign‑on,Business‑to‑consumer (B2C) identity,Virtual network peering,A,B2B collaboration enables external partners to use their identities to access resources securely.,Describe Azure architecture and services,Describe external identities,medium
Set04,22,Which service provides personalized alerts about Azure service issues and planned maintenance that might affect you?,Azure Monitor,Azure Service Health,Azure Advisor,Azure Backup,B,Service Health notifies you of service incidents and maintenance events affecting your resources.,Describe Azure management and governance,Describe Azure Service Health,easy
Set04,23,Azure Resource Manager (ARM) is responsible for:,Replicating data across regions,Coordinating deployment and management of resources in Azure,Providing user authentication for SaaS apps,Monitoring application performance,B,"ARM is the deployment and management service that organizes resources into resource groups, manages dependencies, and supports IaC.",Describe Azure management and governance,Describe Azure Resource Manager,medium
Set04,24,"Which directory service provides managed domain services (such as domain join, group policy, LDAP) without deploying domain controllers?",Microsoft Entra ID,Microsoft Entra Domain Services,Azure AD B2C,Azure AD B2B,B,Microsoft Entra Domain Services offers domain join and related capabilities without domain controllers.,Describe Azure architecture and services,Describe directory services in Azure,medium
Set04,25,Which cloud service type offers the most control over the underlying operating system and hardware?,Software as a Service,Platform as a Service,Infrastructure as a Service,Function as a Service,C,"IaaS lets you control VMs, OS, and applications while Azure manages networking and virtualization.",Describe cloud concepts,Describe infrastructure as a service (IaaS),medium
Set04,26,You need to deploy identical VMs across multiple datacenters for resiliency. Which option meets this requirement?,Availability set,Availability zone,Virtual machine scale set,Resource group,B,Availability zones are physically separate datacenters within a region providing redundancy in case of datacenter failure.,Describe Azure architecture and services,Describe availability zones,medium
Set04,27,Resource locks are used to:,Assign user permissions,Prevent accidental deletion or modification of critical resources,Encrypt storage accounts,Set budget alerts,B,Locks safeguard important resources by preventing changes or deletion.,Describe Azure management and governance,Describe the purpose of resource locks,easy
Set04,28,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set04,29,Which term describes the ability of cloud services to maintain operation despite failures and automatically recover?,Scalability,Elasticity,High availability,Agility,C,High availability refers to systems that remain operational and recover quickly in the event of failures.,Describe cloud concepts,Describe the benefits of high availability,easy
Set04,30,Which statement best describes a consumption‑based pricing model in Azure?,You pay a fixed monthly fee regardless of usage,You pay only for the resources you use,You pay in advance for estimated resource needs,You purchase hardware and depreciation costs,B,"Consumption‑based pricing charges you only for the actual services consumed, minimizing waste.",Describe cloud concepts,Describe the consumption‑based model,easy
Set04,31,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set04,32,Which Azure storage service is best suited for storing unstructured data such as images and videos?,Azure Files,Azure Disks,Azure Blobs,Azure Tables,C,Blob storage is designed to store large amounts of unstructured object data.,Describe Azure architecture and services,Compare Azure Storage services,easy
Set04,33,Your team wants to run event‑driven code without managing any servers and only pay when code runs. Which option is best?,Azure Virtual Machines,Azure Kubernetes Service,Azure Functions,Azure SQL Managed Instance,C,Azure Functions is a serverless service where you pay per execution and don’t manage underlying servers.,Describe cloud concepts,Describe serverless computing,easy
Set04,34,Conditional Access policies in Microsoft Entra ID are primarily used to:,Encrypt data at rest,Define multi‑factor authentication methods,"Control access based on conditions such as user, device, and location",Provide single sign‑on across SaaS apps,C,"Conditional Access evaluates signals like user risk, location, and device state to enforce access policies.",Describe Azure architecture and services,Describe Microsoft Entra Conditional Access,medium
Set04,35,What is the primary purpose of an Azure region pair?,To enable multi‑factor authentication,To provide cross‑region replication and disaster recovery,To organize multiple subscriptions,To segment a virtual network,B,"Region pairs enable replication across paired regions, supporting disaster recovery and data residency.",Describe Azure architecture and services,"Describe Azure regions, region pairs, and sovereign regions",medium
Set04,36,Which use case is most appropriate for SaaS rather than PaaS or IaaS?,Developing a custom web application,Deploying a lift‑and‑shift VM,Using a hosted email platform like Exchange Online,Running a containerized microservice,C,Hosted email is a complete software solution delivered as SaaS; users need not manage infrastructure or platform.,Describe cloud concepts,Identify use cases for SaaS,easy
Set04,37,"To detect risky sign‑ins and enforce password resets based on user risk, which service should you use?",Azure Monitor,Azure AD Identity Protection,Azure Purview,Azure Bastion,B,Azure AD Identity Protection (part of Microsoft Entra) identifies suspicious sign‑ins and can require users to change credentials.,Describe Azure management and governance,Describe monitoring tools in Azure and identity protection,medium
Set04,38,A global e‑commerce site needs to handle unpredictable spikes in traffic. Which cloud benefit allows Azure resources to automatically add or remove capacity?,Elasticity,Predictability,Security,Compliance,A,"Elasticity is the ability to automatically scale out or in based on demand, handling unpredictable workloads efficiently.",Describe cloud concepts,Describe the benefits of scalability and elasticity,easy
Set04,39,Which cloud deployment model is ideal for companies that must keep sensitive workloads on‑premises but want to burst into Azure for extra capacity?,Public cloud,Private cloud,Hybrid cloud,Community cloud,C,"A hybrid cloud combines on‑premises and public cloud resources, enabling workloads to extend into Azure when needed.",Describe cloud concepts,Define cloud models and identify appropriate use cases,medium
Set04,40,Which benefit of cloud computing refers to improved ability to centrally enforce policies and manage resources across an organization?,Security and governance,Elasticity,High availability,Scalability,A,"Cloud providers offer governance tools and centralized management, improving security and compliance.",Describe cloud concepts,Describe the benefits of security and governance in the cloud,medium
Set04,41,"In the shared responsibility model for Azure, what is Microsoft primarily responsible for?",Securing guest operating systems and applications,Protecting physical datacenters and host infrastructure,Managing data classification and governance,Configuring network security groups (NSGs),B,"Microsoft handles security of the cloud such as physical hosts, networking, and hypervisors, while customers secure their data and applications.",Describe cloud concepts,Describe the shared responsibility model,medium
Set04,42,Which factor has the greatest impact on the cost of a virtual machine in Azure?,The geographic region where it is deployed,The resource group name,The management group hierarchy,The number of tags applied,A,VM pricing varies by region; other factors such as resource groups and tags do not directly affect VM cost.,Describe Azure management and governance,Describe factors that can affect costs in Azure,medium
Set04,43,"You need to collect metrics, logs, and telemetry from applications and resources in Azure. Which tool should you use?",Azure Monitor,Azure Policy,Azure Arc,Azure Budgets,A,"Azure Monitor provides full‑stack monitoring with metrics, logs, and alerts for applications and infrastructure.",Describe Azure management and governance,Describe Azure Monitor and related services,medium
Set04,44,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set04,45,Which Azure compute service automatically scales identical instances in response to demand?,Virtual machine scale set,Azure Virtual Desktop,Azure App Service,Azure Functions,A,VM scale sets simplify scaling and management of multiple identical VMs.,Describe Azure architecture and services,Describe Azure compute services,medium
Set04,46,Which Azure security feature provides recommendations and alerts to help you protect workloads from threats?,Azure Policy,Azure Defender for Cloud,Resource locks,Azure Monitor,B,Microsoft Defender for Cloud (formerly Azure Security Center) continuously assesses your resources and alerts you to threats.,Describe Azure architecture and services,Describe the purpose of Microsoft Defender for Cloud,medium
Set04,47,What is the primary benefit of infrastructure as code (IaC)?,Resources are automatically compliant without auditing,Deployments become manual and error‑prone,Infrastructure definitions are repeatable and version controlled,It eliminates the need for DevOps practices,C,"IaC enables consistent, repeatable deployments and allows infrastructure definitions to be stored in version control.",Describe Azure management and governance,Describe infrastructure as code (IaC),medium
Set04,48,What does Azure Virtual Network (VNet) primarily provide?,"Secure, isolated networking environment for Azure resources",A place to store unstructured data,A managed SQL database,A platform for event‑driven code,A,A VNet is a logical isolation of the Azure network dedicated to your subscription.,Describe Azure architecture and services,Describe virtual networking,easy
Set04,49,Which Azure feature allows you to set thresholds and be notified when your spending approaches or exceeds a specified amount?,Azure Advisor,Azure Budgets,Azure Policy,Azure Monitor,B,Budgets in Azure Cost Management alert you when spending reaches defined thresholds.,Describe Azure management and governance,Describe cost management capabilities,easy
Set04,50,Which service connects on‑premises networks to Azure over the public internet using a secure tunnel?,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,Azure Bastion,B,VPN Gateway provides site‑to‑site and point‑to‑site VPN connections over the internet.,Describe Azure architecture and services,Describe virtual networking,medium
Set05,1,Fabrikam’s finance department needs a fully managed relational database that automatically handles patching and backups. Which service should they use?,Azure Virtual Machines,Azure SQL Database,Azure Cosmos DB,Azure Blob Storage,B,"Azure SQL Database is a fully managed PaaS offering that automates patching, backups, and high availability.",Describe Azure architecture and services,Describe Azure compute and data services,medium
Set05,2,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set05,3,Which factor has the greatest impact on the cost of a virtual machine in Azure?,The geographic region where it is deployed,The resource group name,The management group hierarchy,The number of tags applied,A,VM pricing varies by region; other factors such as resource groups and tags do not directly affect VM cost.,Describe Azure management and governance,Describe factors that can affect costs in Azure,medium
Set05,4,Which Azure feature allows you to set thresholds and be notified when your spending approaches or exceeds a specified amount?,Azure Advisor,Azure Budgets,Azure Policy,Azure Monitor,B,Budgets in Azure Cost Management alert you when spending reaches defined thresholds.,Describe Azure management and governance,Describe cost management capabilities,easy
Set05,5,"To detect risky sign‑ins and enforce password resets based on user risk, which service should you use?",Azure Monitor,Azure AD Identity Protection,Azure Purview,Azure Bastion,B,Azure AD Identity Protection (part of Microsoft Entra) identifies suspicious sign‑ins and can require users to change credentials.,Describe Azure management and governance,Describe monitoring tools in Azure and identity protection,medium
Set05,6,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set05,7,What is the primary benefit of infrastructure as code (IaC)?,Resources are automatically compliant without auditing,Deployments become manual and error‑prone,Infrastructure definitions are repeatable and version controlled,It eliminates the need for DevOps practices,C,"IaC enables consistent, repeatable deployments and allows infrastructure definitions to be stored in version control.",Describe Azure management and governance,Describe infrastructure as code (IaC),medium
Set05,8,Azure Arc is primarily used to:,Extend Azure management to on‑premises and multi‑cloud resources,Encrypt virtual machine disks,Provide domain services,Set conditional access policies,A,"Azure Arc enables consistent management and governance across on‑premises, multi‑cloud, and edge resources.",Describe Azure management and governance,Describe the purpose of Azure Arc,medium
Set05,9,What is Azure Advisor designed to do?,Provide resource compliance enforcement,Offer personalized best practice recommendations to optimize resources,Monitor application performance,Manage data classification,B,"Azure Advisor analyzes your resources and recommends cost, security, reliability, and performance optimizations.",Describe Azure management and governance,Describe the purpose of Azure Advisor,easy
Set05,10,You need to deploy identical VMs across multiple datacenters for resiliency. Which option meets this requirement?,Availability set,Availability zone,Virtual machine scale set,Resource group,B,Availability zones are physically separate datacenters within a region providing redundancy in case of datacenter failure.,Describe Azure architecture and services,Describe availability zones,medium
Set05,11,Your company is migrating on‑premises servers to Azure. Which spending model does this shift typically result in?,Moving from operational expenditure (OpEx) to capital expenditure (CapEx),Moving from capital expenditure (CapEx) to operational expenditure (OpEx),Switching from variable to fixed costs,Paying a one‑time sunk cost up front,B,"Cloud computing uses a pay‑as‑you‑go, consumption‑based pricing model, so organizations shift from CapEx to OpEx.",Describe cloud concepts,Compare cloud pricing models,easy
Set05,12,Which use case is most appropriate for SaaS rather than PaaS or IaaS?,Developing a custom web application,Deploying a lift‑and‑shift VM,Using a hosted email platform like Exchange Online,Running a containerized microservice,C,Hosted email is a complete software solution delivered as SaaS; users need not manage infrastructure or platform.,Describe cloud concepts,Identify use cases for SaaS,easy
Set05,13,What does Azure Virtual Network (VNet) primarily provide?,"Secure, isolated networking environment for Azure resources",A place to store unstructured data,A managed SQL database,A platform for event‑driven code,A,A VNet is a logical isolation of the Azure network dedicated to your subscription.,Describe Azure architecture and services,Describe virtual networking,easy
Set05,14,Which cloud deployment model is ideal for companies that must keep sensitive workloads on‑premises but want to burst into Azure for extra capacity?,Public cloud,Private cloud,Hybrid cloud,Community cloud,C,"A hybrid cloud combines on‑premises and public cloud resources, enabling workloads to extend into Azure when needed.",Describe cloud concepts,Define cloud models and identify appropriate use cases,medium
Set05,15,Which service provides personalized alerts about Azure service issues and planned maintenance that might affect you?,Azure Monitor,Azure Service Health,Azure Advisor,Azure Backup,B,Service Health notifies you of service incidents and maintenance events affecting your resources.,Describe Azure management and governance,Describe Azure Service Health,easy
Set05,16,Which declarative language is used to define Azure resources and supports infrastructure as code?,Azure Policy definition,Azure Resource Manager (ARM) templates,Azure PowerShell,Azure Portal,B,"ARM templates define infrastructure as code, enabling automation and repeatable deployments.",Describe Azure management and governance,Describe infrastructure as code and ARM templates,medium
Set05,17,Resource locks are used to:,Assign user permissions,Prevent accidental deletion or modification of critical resources,Encrypt storage accounts,Set budget alerts,B,Locks safeguard important resources by preventing changes or deletion.,Describe Azure management and governance,Describe the purpose of resource locks,easy
Set05,18,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set05,19,Your team wants to run event‑driven code without managing any servers and only pay when code runs. Which option is best?,Azure Virtual Machines,Azure Kubernetes Service,Azure Functions,Azure SQL Managed Instance,C,Azure Functions is a serverless service where you pay per execution and don’t manage underlying servers.,Describe cloud concepts,Describe serverless computing,easy
Set05,20,Which cloud service type offers the most control over the underlying operating system and hardware?,Software as a Service,Platform as a Service,Infrastructure as a Service,Function as a Service,C,"IaaS lets you control VMs, OS, and applications while Azure manages networking and virtualization.",Describe cloud concepts,Describe infrastructure as a service (IaaS),medium
Set05,21,Which Azure security feature provides recommendations and alerts to help you protect workloads from threats?,Azure Policy,Azure Defender for Cloud,Resource locks,Azure Monitor,B,Microsoft Defender for Cloud (formerly Azure Security Center) continuously assesses your resources and alerts you to threats.,Describe Azure architecture and services,Describe the purpose of Microsoft Defender for Cloud,medium
Set05,22,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set05,23,Which management entity sits above subscriptions to help you organize and apply policy across multiple Azure subscriptions?,Resource group,Management group,Availability set,Region pair,B,Management groups enable you to organize subscriptions and apply governance at scale.,Describe Azure management and governance,Describe management groups and hierarchy,medium
Set05,24,Which term describes the ability of cloud services to maintain operation despite failures and automatically recover?,Scalability,Elasticity,High availability,Agility,C,High availability refers to systems that remain operational and recover quickly in the event of failures.,Describe cloud concepts,Describe the benefits of high availability,easy
Set05,25,Zero Trust is a security model that assumes:,Everything inside a network is trusted,Perimeter defenses are sufficient,No implicit trust and verification is required for every request,Security only matters for on‑premises networks,C,"Zero Trust treats every access request as untrusted until verified, regardless of network location.",Describe Azure architecture and services,Describe the concept of Zero Trust,medium
Set05,26,"In the shared responsibility model for Azure, what is Microsoft primarily responsible for?",Securing guest operating systems and applications,Protecting physical datacenters and host infrastructure,Managing data classification and governance,Configuring network security groups (NSGs),B,"Microsoft handles security of the cloud such as physical hosts, networking, and hypervisors, while customers secure their data and applications.",Describe cloud concepts,Describe the shared responsibility model,medium
Set05,27,The Azure Pricing Calculator is primarily used to:,Compare your actual Azure costs to industry averages,Estimate the cost of Azure services before deployment,Review invoices and usage after deployment,Purchase reserved instances,B,The pricing calculator helps you estimate costs based on service configurations before deploying resources.,Describe Azure management and governance,Compare the pricing calculator and TCO calculator,easy
Set05,28,Azure Resource Manager (ARM) is responsible for:,Replicating data across regions,Coordinating deployment and management of resources in Azure,Providing user authentication for SaaS apps,Monitoring application performance,B,"ARM is the deployment and management service that organizes resources into resource groups, manages dependencies, and supports IaC.",Describe Azure management and governance,Describe Azure Resource Manager,medium
Set05,29,"You require a private, dedicated connection to Azure for consistent network performance. Which option should you choose?",Azure Virtual Network Peering,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,D,"ExpressRoute provides a private, dedicated connection bypassing the public internet.",Describe Azure architecture and services,Describe virtual networking,medium
Set05,30,"For deep application performance insights such as request rates and response times, you should use:",Azure Log Analytics,Azure Advisor,Application Insights,Azure Policy,C,"Application Insights, part of Azure Monitor, helps developers monitor live applications and diagnose issues.",Describe Azure management and governance,Describe Azure Monitor and Application Insights,medium
Set05,31,Which Azure compute service automatically scales identical instances in response to demand?,Virtual machine scale set,Azure Virtual Desktop,Azure App Service,Azure Functions,A,VM scale sets simplify scaling and management of multiple identical VMs.,Describe Azure architecture and services,Describe Azure compute services,medium
Set05,32,Which Azure concept groups resources together for unified management and life‑cycle control?,Management group,Subscription,Resource group,Availability zone,C,"Resource groups organize resources for deployment, monitoring, and lifecycle management.",Describe Azure architecture and services,Describe Azure resources and resource groups,easy
