set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set04,Set04-Q040,Azure management & governance,Cost management,hard,single,Which option can reduce compute costs for 1–3 year commitments?,Reservations / Savings plans,DDoS Protection,NSGs,Availability Sets,,,A,Reservations & Savings Plans discount long-term usage.,,cost;reservations
Set05,Set05-Q001,Cloud concepts,Describe cloud benefits,easy,single,Moving to Azure typically shifts spending from what to what?,CapEx to OpEx,OpEx to CapEx,Fixed to Sunk,Variable to Fixed,,,A,"Cloud is consumption-based, usually OpEx instead of CapEx.",,benefits;pricing
Set05,Set05-Q002,Cloud concepts,Describe cloud benefits,easy,single,Which benefit means apps can handle spikes in load automatically?,Elasticity,Agility,Fault tolerance,Governance,,,A,Elasticity lets resources scale up/down automatically.,,benefits;elasticity
Set05,Set05-Q003,Cloud concepts,Shared responsibility,medium,single,"In a PaaS database, which is the customer's responsibility?",Data classification & access,OS patching,Physical security,Hypervisor patching,,,A,Provider manages platform; you manage data and identities.,,security;responsibility
Set05,Set05-Q004,Cloud concepts,Cloud types,easy,single,You need to keep some workloads on-prem but burst to Azure during peaks. Which model?,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid combines on-prem and public cloud and allows bursting.,,hybrid
Set05,Set05-Q005,Cloud concepts,Pricing & tools,easy,single,Which tool estimates monthly Azure costs before deployment?,Pricing Calculator,Cost Analysis,Budgets,Azure Advisor,,,A,Pricing Calculator is used pre-deployment for estimates.,,pricing
Set05,Set05-Q006,Cloud concepts,Reliability & resiliency,medium,single,"To increase resiliency within a region against datacenter failure, use:",Availability Zones,Resource groups,Tags,RBAC,,,A,Availability Zones are independent datacenters within a region.,,resiliency;az
Set05,Set05-Q007,Cloud concepts,Cloud concepts mixed,easy,multi,Select all true statements about cloud concepts (choose two).,Elasticity means automatic scaling based on demand.,"In SaaS, customers patch the OS.",Public cloud provides logical tenant isolation.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set05,Set05-Q008,Cloud concepts,Scalability,easy,single,Scale out refers to:,Adding more instances,Increasing the size of one instance,Reducing SLA,Adding more regions,,,A,Scale out adds instances; scale up adds CPU/RAM to one instance.,,scaling
Set05,Set05-Q009,Cloud concepts,Cloud concepts mixed,medium,multi,Select all true statements about cloud concepts (choose two).,Public cloud provides logical tenant isolation.,CapEx is pay-as-you-go.,Elasticity means automatic scaling based on demand.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set05,Set05-Q010,Cloud concepts,Cloud concepts mixed,hard,multi,Select all true statements about cloud concepts (choose two).,Hybrid cloud combines on-prem and public cloud.,Scale up means adding more instances.,Economies of scale reduce per-unit costs.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set05,Set05-Q011,Cloud concepts,Cloud concepts mixed,easy,multi,Select all true statements about cloud concepts (choose two).,Public cloud provides logical tenant isolation.,Scale up means adding more instances.,Economies of scale reduce per-unit costs.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set05,Set05-Q012,Azure architecture & services,Compute options,medium,single,Best fit for event-driven code with per-execution billing (no servers to manage):,Azure Functions,Azure Virtual Machines,Azure Kubernetes Service,VM Scale Sets,,,A,Functions are serverless and billed per execution.,,compute;functions
Set05,Set05-Q013,Azure architecture & services,Compute options,easy,single,You need OS-level control and custom software. Choose:,Azure Virtual Machines,Azure Functions,Azure App Service,Azure Container Instances,,,A,VMs provide full OS control.,,compute;iaas
Set05,Set05-Q014,Azure architecture & services,Containers,easy,single,Run many containers with automatic orchestration and scaling:,Azure Kubernetes Service,Azure Functions,Azure Batch,Azure Container Registry,,,A,AKS manages container orchestration using Kubernetes.,,containers;aks
Set05,Set05-Q015,Azure architecture & services,Containers,medium,single,Quickly run a single container without managing servers:,Azure Container Instances,Azure Kubernetes Service,Azure App Service,Azure VMs,,,A,ACI runs containers on-demand without orchestration.,,containers;aci
Set05,Set05-Q016,Azure architecture & services,Web hosting,easy,single,Managed platform for hosting web apps with built-in scaling and CI/CD:,Azure App Service,VM Scale Sets,Azure Batch,Azure Arc,,,A,App Service is PaaS for web and APIs.,,app-service
Set05,Set05-Q017,Azure architecture & services,Storage,easy,single,Service for storing unstructured data like images and PDFs:,Azure Blob Storage,Azure Files,Azure Disks,Azure Queue Storage,,,A,Blob Storage is object/unstructured storage.,,storage;blob
Set05,Set05-Q018,Azure architecture & services,Storage,medium,single,SMB-based shared storage for lift-and-shift of on-prem file shares:,Azure Files,Azure Blob Storage,Azure Queue Storage,Azure Table Storage,,,A,Azure Files provides SMB shares accessible from VMs and on-prem.,,storage;files
Set05,Set05-Q019,Azure architecture & services,Storage redundancy,easy,single,Cheapest redundancy within a single datacenter:,LRS,ZRS,GRS,RA-GRS,,,A,LRS keeps three copies in one datacenter.,,redundancy;lrs
Set05,Set05-Q020,Azure architecture & services,Storage redundancy,hard,single,High availability across multiple datacenters in a region:,ZRS,LRS,GRS,RA-GRS,,,A,ZRS replicates across availability zones.,,redundancy;zrs
Set05,Set05-Q021,Azure architecture & services,Storage redundancy,medium,single,Geographic disaster recovery across paired regions (read access optional):,GRS/RA-GRS,LRS,ZRS,GZRS,,,A,GRS replicates to a paired region; RA-GRS adds read access.,,redundancy;grs
Set05,Set05-Q022,Azure architecture & services,Databases,easy,single,Fully managed relational database service in Azure:,Azure SQL Database,Azure Cosmos DB,Azure Storage Tables,Azure Databricks,,,A,Azure SQL Database is PaaS for relational workloads.,,database;sql
Set05,Set05-Q023,Azure architecture & services,Databases,easy,single,"Globally distributed, multi-model NoSQL database:",Azure Cosmos DB,Azure SQL Database,Azure Database for MySQL,Azure Cache for Redis,,,A,Cosmos DB offers low latency and global distribution.,,database;cosmos
Set05,Set05-Q024,Azure architecture & services,Networking,medium,single,Connect on-premises to Azure over the public internet with encryption:,Site-to-Site VPN,ExpressRoute,VNet Peering,Private Link,,,A,S2S VPN uses IPSec tunnels over the internet.,,network;vpn
Set05,Set05-Q025,Azure architecture & services,Networking,easy,single,Private dedicated connection with predictable latency and higher throughput:,ExpressRoute,Site-to-Site VPN,Application Gateway,Azure Bastion,,,A,ExpressRoute provides private connectivity to Azure.,,network;expressroute
Set05,Set05-Q026,Azure architecture & services,Networking,easy,single,Filter inbound/outbound traffic at subnet/NIC level:,Network Security Groups,Azure Firewall,Azure Front Door,Traffic Manager,,,A,NSGs allow/deny traffic using rules.,,network;nsg
Set05,Set05-Q027,Azure management & governance,Identity & access,medium,single,The Microsoft cloud identity service for SSO and MFA is called:,Microsoft Entra ID,AD DS (on VMs),Kerberos,Local Accounts,,,A,Microsoft Entra ID (formerly Azure AD) provides SSO/MFA/Conditional Access.,,identity;entra
Set05,Set05-Q028,Azure management & governance,Identity & access,easy,single,Which controls who can do what on an Azure resource?,Azure RBAC,Azure Policy,Tags,Management Groups,,,A,RBAC defines roles/permissions for identities on resources.,,rbac
Set05,Set05-Q029,Azure management & governance,Governance & compliance,easy,single,Which enforces what can be deployed or how resources must be configured?,Azure Policy,Azure RBAC,Resource groups,Tags,,,A,Policy evaluates resource compliance and can deny noncompliant deployments.,,policy
Set05,Set05-Q030,Azure management & governance,Resource organization,hard,single,Best description of a Resource Group:,Logical container for resources with a lifecycle,A network isolation boundary,An Azure AD tenant,A billing account,,,A,Resource groups group related resources for deployment and lifecycle.,,resource-group
Set05,Set05-Q031,Azure management & governance,Resource organization,easy,single,What sits above subscriptions to apply policy at scale across many subscriptions?,Management Groups,Resource Groups,Tags,Resource Locks,,,A,Management Groups organize subscriptions and allow policy/RBAC inheritance.,,management-groups
Set05,Set05-Q032,Azure management & governance,Cost management,easy,single,Alert when monthly spend crosses thresholds:,Cost Management Budgets,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Budgets send alerts when spending exceeds thresholds.,,cost;budgets
Set05,Set05-Q033,Azure management & governance,Governance & identity mixed,medium,multi,Select all true statements about Azure governance and identity (choose two).,Landing zones codify guardrails and governance.,ExpressRoute is an identity service.,Tags are key–value metadata for organization/reporting.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set05,Set05-Q034,Azure management & governance,Cost management,easy,single,Tool to compare running workloads in Azure vs on-prem:,TCO Calculator,Pricing Calculator,Cost Analysis,Azure Advisor,,,A,TCO Calculator estimates total cost of ownership migration impact.,,tco
Set05,Set05-Q035,Azure management & governance,Cost management,easy,single,Which option can reduce compute costs for 1–3 year commitments?,Reservations / Savings plans,DDoS Protection,NSGs,Availability Sets,,,A,Reservations & Savings Plans discount long-term usage.,,cost;reservations
Set05,Set05-Q036,Azure management & governance,Governance & identity mixed,medium,multi,Select all true statements about Azure governance and identity (choose two).,Microsoft Entra ID enables SSO and MFA.,ExpressRoute is an identity service.,"Key Vault stores secrets, keys, and certificates.",None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set05,Set05-Q037,Azure management & governance,Security,easy,single,Azure service that provides CSPM and workload protection with security recommendations:,Microsoft Defender for Cloud,Azure Firewall,NSGs,Azure Advisor,,,A,Defender for Cloud assesses posture and protections.,,security;defender
Set05,Set05-Q038,Azure management & governance,Governance & identity mixed,easy,multi,Select all true statements about Azure governance and identity (choose two).,Microsoft Defender for Cloud provides security posture mgmt.,NSGs manage user identities.,Cost Management Budgets alert on spend thresholds.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set05,Set05-Q039,Azure management & governance,Governance & identity mixed,medium,multi,Select all true statements about Azure governance and identity (choose two).,Conditional Access can require MFA for specific apps.,Tags provide network isolation.,RBAC controls who can do what on a resource.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set05,Set05-Q040,Azure management & governance,Governance & identity mixed,hard,multi,Select all true statements about Azure governance and identity (choose two).,Microsoft Purview catalogs and governs data.,ExpressRoute is an identity service.,Management Groups sit above subscriptions.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set06,Set06-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which term best describes releasing features faster due to managed services?,Agility,Elasticity,Fault tolerance,Governance,,,A,Agility is the ability to deliver changes faster thanks to cloud capabilities.,,benefits;agility
Set06,Set06-Q002,Cloud concepts,Shared responsibility,easy,multi,"In IaaS, which TWO are the customer's responsibilities? (choose two)",OS patching,Hypervisor patching,Physical security,Data classification,,,A;D,"In IaaS, customers manage the OS and data; provider manages the hypervisor and datacenter.",,security;responsibility
Set06,Set06-Q003,Cloud concepts,Cloud types,medium,single,A startup wants to avoid owning hardware and use public services only. Which model?,Public cloud,Private cloud,Hybrid cloud,Community cloud,,,A,Public cloud uses shared infrastructure with logical isolation.,,cloud;public
Set06,Set06-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool helps you analyze actual spend and trends after deployment?,Cost Analysis,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Cost Analysis visualizes and explores real spend in Cost Management.,,pricing;cost-analysis
Set06,Set06-Q005,Cloud concepts,Reliability & resiliency,easy,multi,Which TWO features help with zone-level resiliency? (choose two),Availability Zones,ZRS (zone-redundant storage),Resource groups,Budgets,,,A;B,AZs and ZRS replicate across physically separate datacenters in a region.,,resiliency;zones
Set06,Set06-Q006,Cloud concepts,Scalability,medium,single,Which statement about autoscale on PaaS services is TRUE?,It can add/remove instances based on metrics,It only works for VMs,It requires manual approval for each scale-out,It ignores CPU metrics,,,A,Autoscale rules respond to metrics like CPU/queue length to scale.,,scaling;autoscale
Set06,Set06-Q007,Cloud concepts,SLA,easy,single,"If a solution uses two services with 99.9% SLA each, the combined SLA is:",< 99.9%,= 99.9%,> 99.9%,= 100%,,,A,Combined SLAs multiply; overall SLA is slightly less than each component.,,sla;composite
Set06,Set06-Q008,Cloud concepts,Economies of scale,easy,single,Which cost characteristic is typical of cloud?,Lower unit cost at scale,Fixed upfront hardware cost,Perpetual licensing only,No variable cost elements,,,A,Massive scale lets providers reduce unit costs as consumption grows.,,benefits;economies
Set06,Set06-Q009,Cloud concepts,Cloud types,medium,single,Which is TRUE for private cloud?,Operated for a single organization,Always runs in Azure,Shared among unrelated tenants,Managed only by Microsoft,,,A,"Private cloud is dedicated to one org, on‑prem or hosted.",,cloud;private
Set06,Set06-Q010,Cloud concepts,Security & reliability,hard,single,Which concept is about designing for failures you can tolerate?,Fault tolerance,Vertical scaling,Price elasticity,Shadow IT,,,A,Fault tolerance keeps service operating when components fail.,,reliability;fault-tolerance
Set06,Set06-Q011,Cloud concepts,Pricing models,easy,single,Which pricing approach best describes Azure Functions consumption plan?,Per-execution consumption,Reserved capacity only,Always-on instance cost,License-based only,,,A,Functions consumption plan bills per execution and resources consumed.,,pricing;functions
Set06,Set06-Q012,Azure architecture & services,Compute options,medium,single,Choose the best service to run scheduled background jobs without managing servers:,Azure Functions (timer trigger),Azure VMs,Azure Kubernetes Service,Azure Batch,,,A,Functions support timer triggers for serverless scheduled jobs.,,compute;functions
Set06,Set06-Q013,Azure architecture & services,Compute options,easy,single,"Batch processing large, parallel, high-throughput workloads is best on:",Azure Batch,Azure App Service,Azure Container Instances,Azure Bastion,,,A,Azure Batch schedules and scales HPC/batch workloads.,,compute;batch
Set06,Set06-Q014,Azure architecture & services,Containers,easy,single,Which registry stores and manages container images?,Azure Container Registry,Azure Kubernetes Service,Azure Container Instances,Azure App Service,,,A,ACR stores images; AKS/ACI run them.,,containers;acr
Set06,Set06-Q015,Azure architecture & services,Web hosting,medium,single,Which feature of App Service slots is TRUE?,Swap enables zero-downtime deployments,It provides L3 firewalling,It’s only for Linux,Slots are required for scaling,,,A,Deployment slots enable blue‑green swaps for minimal downtime.,,app-service;slots
Set06,Set06-Q016,Azure architecture & services,Storage,easy,single,Which access tier is optimal for infrequently accessed Blob data?,Cool,Hot,Archive,Premium page blob,,,A,Cool reduces cost for infrequently accessed data with higher access cost.,,storage;tiers
Set06,Set06-Q017,Azure architecture & services,Storage,easy,single,Which is TRUE about Archive tier?,"Lowest storage cost, high retrieval latency",Best for transactional workloads,Immediately readable,Used for SMB shares,,,A,Archive is for long-term storage with hours‑level rehydration.,,storage;archive
Set06,Set06-Q018,Azure architecture & services,Storage security,medium,single,Encrypting data at rest in Storage is handled by:,Server-side encryption (SSE),Client-only encryption,Disabling HTTPS,Manual disk scrubbing,,,A,Azure Storage uses SSE by default; you can manage keys via Key Vault.,,storage;security;encryption
Set06,Set06-Q019,Azure architecture & services,Databases,easy,single,Managed instance with near full SQL Server compatibility:,Azure SQL Managed Instance,Azure SQL Database (single),Azure Cosmos DB,Azure Database for PostgreSQL,,,A,SQL MI offers high compatibility with SQL Server features.,,database;sqlmi
Set06,Set06-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB consistency level offers the strongest consistency?,Strong,Bounded staleness,Session,Eventual,,,A,Strong provides linearizability for reads after writes.,,database;cosmos;consistency
Set06,Set06-Q021,Azure architecture & services,Networking,medium,single,Expose a private endpoint to a PaaS service inside your VNet:,Private Endpoint (Private Link),Public IP,Azure Firewall,UDR,,,A,Private Link maps a service to a private IP in your VNet.,,network;private-link
Set06,Set06-Q022,Azure architecture & services,Networking,easy,single,Join two VNets in the same region with low latency:,VNet Peering,Site‑to‑Site VPN,ExpressRoute,Traffic Manager,,,A,"VNet peering provides private, low‑latency connectivity.",,network;vnet-peering
Set06,Set06-Q023,Azure architecture & services,Networking,easy,single,Which SKU of Load Balancer supports zone redundancy?,Standard Load Balancer,Basic Load Balancer,Application Gateway,Front Door,,,A,Standard LB supports zone redundancy and more features.,,load-balancer;standard
Set06,Set06-Q024,Azure architecture & services,Networking,medium,single,Global HTTP(S) load balancing with anycast edge POPs:,Azure Front Door,Traffic Manager,Application Gateway,Standard Load Balancer,,,A,Front Door accelerates and balances HTTP(S) globally at the edge.,,global;front-door
Set06,Set06-Q025,Azure architecture & services,Monitoring,easy,single,Which tool queries logs with KQL and builds dashboards?,Log Analytics + Workbooks,Activity Log only,Azure Advisor,Azure Bastion,,,A,Workbooks visualize data from Log Analytics queries.,,monitoring;workbooks
Set06,Set06-Q026,Azure architecture & services,Monitoring,easy,single,"Which alert type triggers on a metric threshold, e.g., CPU > 80%?",Metric alert,Activity log alert,Log search alert,Budget alert,,,A,Metric alerts trigger on numerical metrics.,,monitoring;alerts
Set06,Set06-Q027,Azure management & governance,Identity & access,medium,single,Which role type grants broad owner permissions?,Owner,Contributor,Reader,User Access Administrator,,,A,Owner includes full management rights including role assignment.,,rbac;roles
Set06,Set06-Q028,Azure management & governance,Identity & access,easy,single,Grant a team access to a resource group using least privilege:,Assign a built‑in role at the RG scope,Create a new tenant,Give subscription Owner,Use tags,,,A,Use RBAC with a built‑in role scoped to the RG.,,rbac;least-privilege
Set06,Set06-Q029,Azure management & governance,Governance & compliance,easy,single,Group related policy definitions together:,Policy Initiative (policy set),Management Group,Blueprint,Role assignment,,,A,Initiatives bundle multiple policies for joint assignment.,,policy;initiative
Set06,Set06-Q030,Azure management & governance,Governance & compliance,hard,single,Audit and enforce required tags on resources using:,Azure Policy,Azure Advisor,Cost Analysis,Activity Log,,,A,Policies can require tags and deny deployment if missing.,,policy;tags
Set06,Set06-Q031,Azure management & governance,Cost management,easy,single,Showback/chargeback by department is easiest when using:,Tags + Cost Management,Azure Firewall,NSGs,Activity Log,,,A,Consistent tags enable cost allocation and reporting.,,cost;tags
Set06,Set06-Q032,Azure management & governance,Cost management,easy,multi,Which TWO features help proactively reduce spend? (choose two),Budgets,Advisor cost recommendations,VNet peering,Resource locks,,,A;B,Budgets alert on thresholds; Advisor suggests savings opportunities.,,cost;advisor
Set06,Set06-Q033,Azure management & governance,Security,medium,single,Harden baseline configurations across services using:,Microsoft Defender for Cloud recommendations,DDoS Protection,Front Door,Tags,,,A,Defender for Cloud provides secure score and hardening guidance.,,security;defender
Set06,Set06-Q034,Azure management & governance,Security,easy,single,Where do you store secrets like DB connection strings securely?,Azure Key Vault,Storage account as plain text,App settings without encryption,Git repo,,,A,"Key Vault secures secrets, keys, and certs with access control.",,security;key-vault
Set06,Set06-Q035,Azure management & governance,Security,easy,single,Collect security signals from multiple sources and detect incidents using:,Microsoft Sentinel,Azure Policy,Cost Analysis,Azure Monitor Metrics,,,A,Sentinel is a cloud‑native SIEM/SOAR.,,security;sentinel
Set06,Set06-Q036,Azure management & governance,Resource protection,medium,single,Prevent accidental changes to a critical resource:,ReadOnly lock,NSG inbound deny,Tag ‘critical’,Policy exemption,,,A,ReadOnly lock prevents updates and deletes.,,locks
Set06,Set06-Q037,Azure management & governance,Resource organization,easy,single,Consistently provision subscriptions with guardrails:,Landing zones + IaC,Manual portal creation,Ad‑hoc scripts only,RBAC alone,,,A,Landing zones via IaC ensure repeatable governance.,,governance;landing-zones
Set06,Set06-Q038,Azure management & governance,Monitoring & audit,easy,single,Track who did what in the subscription:,Activity Log,Log Analytics Metrics,Azure Backup,DDoS Protection,,,A,Activity Log records control-plane operations.,,monitoring;audit
Set06,Set06-Q039,Azure management & governance,Compliance,medium,single,Catalog and govern enterprise data estate:,Microsoft Purview,Azure Data Factory,Azure Monitor,VM Insights,,,A,"Purview provides data catalog, lineage, and governance.",,compliance;purview
Set06,Set06-Q040,Azure management & governance,Identity & access,hard,single,Force MFA when risk is medium or high:,Conditional Access policy,NSG inbound rule,Policy initiative,DDoS standard,,,A,Conditional Access enforces MFA under specified conditions.,,identity;mfa
Set07,Set07-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which term best describes releasing features faster due to managed services?,Agility,Elasticity,Fault tolerance,Governance,,,A,Agility is the ability to deliver changes faster thanks to cloud capabilities.,,benefits;agility
Set07,Set07-Q002,Cloud concepts,Shared responsibility,easy,multi,"In IaaS, which TWO are the customer's responsibilities? (choose two)",OS patching,Hypervisor patching,Physical security,Data classification,,,A;D,"In IaaS, customers manage the OS and data; provider manages the hypervisor and datacenter.",,security;responsibility
Set07,Set07-Q003,Cloud concepts,Cloud types,medium,single,A startup wants to avoid owning hardware and use public services only. Which model?,Public cloud,Private cloud,Hybrid cloud,Community cloud,,,A,Public cloud uses shared infrastructure with logical isolation.,,cloud;public
Set07,Set07-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool helps you analyze actual spend and trends after deployment?,Cost Analysis,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Cost Analysis visualizes and explores real spend in Cost Management.,,pricing;cost-analysis
Set07,Set07-Q005,Cloud concepts,Reliability & resiliency,easy,multi,Which TWO features help with zone-level resiliency? (choose two),Availability Zones,ZRS (zone-redundant storage),Resource groups,Budgets,,,A;B,AZs and ZRS replicate across physically separate datacenters in a region.,,resiliency;zones
Set07,Set07-Q006,Cloud concepts,Scalability,medium,single,Which statement about autoscale on PaaS services is TRUE?,It can add/remove instances based on metrics,It only works for VMs,It requires manual approval for each scale-out,It ignores CPU metrics,,,A,Autoscale rules respond to metrics like CPU/queue length to scale.,,scaling;autoscale
Set07,Set07-Q007,Cloud concepts,SLA,easy,single,"If a solution uses two services with 99.9% SLA each, the combined SLA is:",< 99.9%,= 99.9%,> 99.9%,= 100%,,,A,Combined SLAs multiply; overall SLA is slightly less than each component.,,sla;composite
Set07,Set07-Q008,Cloud concepts,Economies of scale,easy,single,Which cost characteristic is typical of cloud?,Lower unit cost at scale,Fixed upfront hardware cost,Perpetual licensing only,No variable cost elements,,,A,Massive scale lets providers reduce unit costs as consumption grows.,,benefits;economies
Set07,Set07-Q009,Cloud concepts,Cloud types,medium,single,Which is TRUE for private cloud?,Operated for a single organization,Always runs in Azure,Shared among unrelated tenants,Managed only by Microsoft,,,A,"Private cloud is dedicated to one org, on‑prem or hosted.",,cloud;private
Set07,Set07-Q010,Cloud concepts,Security & reliability,hard,single,Which concept is about designing for failures you can tolerate?,Fault tolerance,Vertical scaling,Price elasticity,Shadow IT,,,A,Fault tolerance keeps service operating when components fail.,,reliability;fault-tolerance
Set07,Set07-Q011,Cloud concepts,Pricing models,easy,single,Which pricing approach best describes Azure Functions consumption plan?,Per-execution consumption,Reserved capacity only,Always-on instance cost,License-based only,,,A,Functions consumption plan bills per execution and resources consumed.,,pricing;functions
Set07,Set07-Q012,Azure architecture & services,Compute options,medium,single,Choose the best service to run scheduled background jobs without managing servers:,Azure Functions (timer trigger),Azure VMs,Azure Kubernetes Service,Azure Batch,,,A,Functions support timer triggers for serverless scheduled jobs.,,compute;functions
Set07,Set07-Q013,Azure architecture & services,Compute options,easy,single,"Batch processing large, parallel, high-throughput workloads is best on:",Azure Batch,Azure App Service,Azure Container Instances,Azure Bastion,,,A,Azure Batch schedules and scales HPC/batch workloads.,,compute;batch
Set07,Set07-Q014,Azure architecture & services,Containers,easy,single,Which registry stores and manages container images?,Azure Container Registry,Azure Kubernetes Service,Azure Container Instances,Azure App Service,,,A,ACR stores images; AKS/ACI run them.,,containers;acr
Set07,Set07-Q015,Azure architecture & services,Web hosting,medium,single,Which feature of App Service slots is TRUE?,Swap enables zero-downtime deployments,It provides L3 firewalling,It’s only for Linux,Slots are required for scaling,,,A,Deployment slots enable blue‑green swaps for minimal downtime.,,app-service;slots
Set07,Set07-Q016,Azure architecture & services,Storage,easy,single,Which access tier is optimal for infrequently accessed Blob data?,Cool,Hot,Archive,Premium page blob,,,A,Cool reduces cost for infrequently accessed data with higher access cost.,,storage;tiers
Set07,Set07-Q017,Azure architecture & services,Storage,easy,single,Which is TRUE about Archive tier?,"Lowest storage cost, high retrieval latency",Best for transactional workloads,Immediately readable,Used for SMB shares,,,A,Archive is for long-term storage with hours‑level rehydration.,,storage;archive
Set07,Set07-Q018,Azure architecture & services,Storage security,medium,single,Encrypting data at rest in Storage is handled by:,Server-side encryption (SSE),Client-only encryption,Disabling HTTPS,Manual disk scrubbing,,,A,Azure Storage uses SSE by default; you can manage keys via Key Vault.,,storage;security;encryption
Set07,Set07-Q019,Azure architecture & services,Databases,easy,single,Managed instance with near full SQL Server compatibility:,Azure SQL Managed Instance,Azure SQL Database (single),Azure Cosmos DB,Azure Database for PostgreSQL,,,A,SQL MI offers high compatibility with SQL Server features.,,database;sqlmi
Set07,Set07-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB consistency level offers the strongest consistency?,Strong,Bounded staleness,Session,Eventual,,,A,Strong provides linearizability for reads after writes.,,database;cosmos;consistency
Set07,Set07-Q021,Azure architecture & services,Networking,medium,single,Expose a private endpoint to a PaaS service inside your VNet:,Private Endpoint (Private Link),Public IP,Azure Firewall,UDR,,,A,Private Link maps a service to a private IP in your VNet.,,network;private-link
Set07,Set07-Q022,Azure architecture & services,Networking,easy,single,Join two VNets in the same region with low latency:,VNet Peering,Site‑to‑Site VPN,ExpressRoute,Traffic Manager,,,A,"VNet peering provides private, low‑latency connectivity.",,network;vnet-peering
Set07,Set07-Q023,Azure architecture & services,Networking,easy,single,Which SKU of Load Balancer supports zone redundancy?,Standard Load Balancer,Basic Load Balancer,Application Gateway,Front Door,,,A,Standard LB supports zone redundancy and more features.,,load-balancer;standard
Set07,Set07-Q024,Azure architecture & services,Networking,medium,single,Global HTTP(S) load balancing with anycast edge POPs:,Azure Front Door,Traffic Manager,Application Gateway,Standard Load Balancer,,,A,Front Door accelerates and balances HTTP(S) globally at the edge.,,global;front-door
Set07,Set07-Q025,Azure architecture & services,Monitoring,easy,single,Which tool queries logs with KQL and builds dashboards?,Log Analytics + Workbooks,Activity Log only,Azure Advisor,Azure Bastion,,,A,Workbooks visualize data from Log Analytics queries.,,monitoring;workbooks
Set07,Set07-Q026,Azure architecture & services,Monitoring,easy,single,"Which alert type triggers on a metric threshold, e.g., CPU > 80%?",Metric alert,Activity log alert,Log search alert,Budget alert,,,A,Metric alerts trigger on numerical metrics.,,monitoring;alerts
Set07,Set07-Q027,Azure management & governance,Identity & access,medium,single,Which role type grants broad owner permissions?,Owner,Contributor,Reader,User Access Administrator,,,A,Owner includes full management rights including role assignment.,,rbac;roles
Set07,Set07-Q028,Azure management & governance,Identity & access,easy,single,Grant a team access to a resource group using least privilege:,Assign a built‑in role at the RG scope,Create a new tenant,Give subscription Owner,Use tags,,,A,Use RBAC with a built‑in role scoped to the RG.,,rbac;least-privilege
Set07,Set07-Q029,Azure management & governance,Governance & compliance,easy,single,Group related policy definitions together:,Policy Initiative (policy set),Management Group,Blueprint,Role assignment,,,A,Initiatives bundle multiple policies for joint assignment.,,policy;initiative
Set07,Set07-Q030,Azure management & governance,Governance & compliance,hard,single,Audit and enforce required tags on resources using:,Azure Policy,Azure Advisor,Cost Analysis,Activity Log,,,A,Policies can require tags and deny deployment if missing.,,policy;tags
Set07,Set07-Q031,Azure management & governance,Cost management,easy,single,Showback/chargeback by department is easiest when using:,Tags + Cost Management,Azure Firewall,NSGs,Activity Log,,,A,Consistent tags enable cost allocation and reporting.,,cost;tags
Set07,Set07-Q032,Azure management & governance,Cost management,easy,multi,Which TWO features help proactively reduce spend? (choose two),Budgets,Advisor cost recommendations,VNet peering,Resource locks,,,A;B,Budgets alert on thresholds; Advisor suggests savings opportunities.,,cost;advisor
Set07,Set07-Q033,Azure management & governance,Security,medium,single,Harden baseline configurations across services using:,Microsoft Defender for Cloud recommendations,DDoS Protection,Front Door,Tags,,,A,Defender for Cloud provides secure score and hardening guidance.,,security;defender
